topic_no	test_statistic	p-value	topic_words
topic_03	10.90736678127942	1.8357641310979644e-27	step brandshaft hartford fit blackie cook ça avocat plessis ayres herrington gayleigh déclara bankhart patinay peveley weygand bureau sénateur tattleberry 
topic_46	10.671936518557493	2.398365820570964e-26	grouchko je dis bemie ça keif plus train mec faire milioukine tête fit chiens pouvais vraiment chose mafia voiture air 
topic_16	9.418259847790875	6.238938632098935e-21	todhunter tennison otley shefford norwood farroway chitterwick chef barleduc burkin fit montluçon demanda havers amson revolver madame hommes répondit dossier 
topic_26	8.913747737149404	6.231239362319517e-19	plus feu faire incendie nims lefleur radio mètres dessus corps tente entre près chose abri pouvait côté ça demanda quelqu 
topic_00	8.47889816229547	2.7246139604050125e-17	je dis puis demandai vers vis yeux lorsque tête pouvais porte entendis savais pris air main rien coup regardai sentais 
topic_49	8.024266534602564	1.2110885965331377e-15	yeux main vers tête fit voix puis porte plus visage regard homme mains air devant prit derrière demanda contre regarda 
topic_20	6.006331105238455	1.9829826103172593e-09	téléphone je heures bureau numéro oui voix police chez porte allô appareil heure voiture gamadge raccrocha nom lorsque vers aveyard 
topic_48	5.818646397006598	6.167628230730451e-09	cribb thackeray mc innés vibart lieutenant dunoyau severn monk combat chips herriott agent piste feu hall jacobson chef trimbal autres 
topic_08	5.050348173806534	4.529451498587438e-07	voiture route plus vers chemin devant côté jusqu loin heure nuit quelques endroit après près minutes heures derrière faire temps 
topic_43	4.878801521874148	1.0890286933663916e-06	wexford pascoe huby dalziel beaupré wield castagnac fit keech dearborn thackeray lomas goodenough watmough vollans demanda stick padgett vieille pontelli 
topic_44	2.4743197986346197	0.013370075522821497	mcfee dodd école nettleton mlle monsieur professeur détective fontannes santais élèves anglais portier directeur bordier chef français pemberly classe dortoir 
topic_13	2.136714571551886	0.03265253066935954	gare train toke fit thomdyke ronsac quai cigare thorndyke wagon badger compartiment homme polton pendule assez dobey toutes cependant voyage 
topic_18	1.8271666788350858	0.06772251165471983	cette plus pu crime faire mort après meurtre police affaire rien personne assassin cas non pouvait celui autres enquête aucun 
topic_06	1.1779937943227563	0.23884423712383415	noblet beecher fountain heap filby amberley ça gubbins tooley tabora curtebœuf commissaire fit dogtinder scales demanda garde cuisine manoir piaget 
topic_32	1.0708250628015101	0.2842909521153114	jeune femme plus fille homme yeux cheveux cette visage air sourire regard vers toujours femmes jamais voix grand robe tête 
topic_05	0.8742390516069387	0.38202328346198033	verre table café cuisine eau thé bouteille manger boire verres après dîner bencolin tasse plateau whisky déjeuner soir repas bière 
topic_17	-1.2473010545324528	0.21233600253970766	fellows commissaire fille wilks parry plage moore femme heures bonetti photo ça morte pittsfield août garçon cette kirschner pilote rien 
topic_34	-1.3758762483727263	0.16890244613704322	eau sac jumeaux plus chien parc faisait cheveux petits entre drury plastique animal jours leurs puma photos trois cheval bout 
topic_29	-1.4724365533757544	0.14095891413383127	plus corps coup revolver main mort tête cadavre arme homme vers visage cette contre après puis bruit mains feu couteau 
topic_01	-1.9511660605925436	0.05108176781069515	plus ça toujours jamais faire père chez temps cette dire après mère beaucoup chose rien pouvait savait faisait enfants voulait 
topic_27	-3.4644822446139956	0.0005356924044097504	porte plus cette murs devant fenêtres escalier côté fenêtre grand mur derrière entrée grande étage intérieur bois dessus quelques face 
topic_28	-5.666968873557018	1.5828067022066793e-08	thanet madame pettifer club carmandine fauteuil lovestone solda vieille lineham brème procacci piano ça crime hanzard lafarge lacenaire troppmann vampire 
topic_23	-6.401686350893781	1.7332884530945014e-10	finch flaty eventreur powell hallward ça demanda femme celui bartlett whitechapel spencers chef macey village bingham purple policier street livres 
topic_07	-6.884786309346317	6.838380317389597e-12	campion piggot betts baumann steinemann pr plus yeux faraday thôffel horrocks fédéral lorsque monsieur père somerville madame suisse leurs banque 
topic_12	-7.030727577415762	2.390475163858778e-12	dr docteur médecin gallois infirmière hôpital malade mort loureiro service plus quelques chef médecins autopsie coroner clinique inspecteur maladie malades 
topic_39	-7.697164533079737	1.7571455146217178e-14	withers mme scène vialles théâtre inspecteur cochart dobie hôtel miloz nincom monestier jeune français grand demanda ducaux orchestre rôle studio 
topic_10	-8.999493183724915	3.7847471325710944e-19	cabine bateau caldwell krantz mer pont bord howery badge shipka earnshaw nicholson toffy plus nalpas commandant passagers salon coursive burr 
topic_40	-10.845098985198744	4.19249755713976e-27	je plus faire cette rien non vais dire sais veux quelques après oui doute crois jamais faut prendre temps mieux 
topic_09	-10.920202991004981	2.0531363115439963e-27	plus homme leurs bureau directeur hommes quatre autres rosbach grande fen casteljal société grand entre ministre chef affaire professeur pays 
topic_24	-11.093876526159999	4.584974738849564e-28	commissaire monsieur inspecteur mme chaumet boisson fit lansing bousquet lettre détective madame maillard darrieu adair lebihan hôtel boulle avocat mosby 
topic_35	-12.859423893142704	3.0123934883642238e-37	je ça faire plus non sais rien dire quoi jamais veux toujours temps dis faut chose peux oui voir coup 
topic_14	-13.048154493013572	7.917366477028691e-38	plus tarchinini je canzo quelques delarue cette enfin jusqu peine commissaire presque agent ça hé cet quant oldham bellagio michaudon 
topic_42	-13.449039762276744	2.1838198617185146e-40	cette plus voix nuit lherbier temps semblait puis yeux bruit toute silence quelque présent pouvait soudain chose toujours pourtant pluie 
topic_11	-14.157330649083153	2.930097476370417e-44	plus monsieur après mme cette commissaire fombieux client castelet heures sourlot rien ferrières crime heure non vassal enfin album chez 
topic_25	-14.401822521953157	1.991766993482776e-45	je commissaire monsieur dancourt mme oui giraudas inspecteur dauvergne île café mémé soir vers heure regard nuit porte yeux koubbian 
topic_31	-15.051435106342607	1.268820618482188e-49	plus après trois jour quelques jours rien heures lettres temps dix nom quoi quelque jamais cinq ça chose autres journal 
topic_47	-15.1491312137327	6.524432640592623e-50	directeur monsieur plus regarde mugnier dulières oui parc président yeux vers pense coulon demande non rien sérigny jeune vient tête 
topic_15	-18.403675068435767	8.124366539028872e-73	femme cette plus fille jamais mère jour mme toujours pouvait jeune père pauvre rien mariage cœur toute seule vivre enfant 
