topic_no	test_statistic	p-value	topic_words
topic_31	-0.5237421501171945	0.6006137655610042	plus après trois jour quelques jours rien heures lettres temps dix nom quoi quelque jamais cinq ça chose autres journal 
topic_10	-0.6145296782510279	0.5391374579778521	cabine bateau caldwell krantz mer pont bord howery badge shipka earnshaw nicholson toffy plus nalpas commandant passagers salon coursive burr 
topic_30	-0.9022951588159507	0.36739025130266656	ça hungerford devarest faire holmes wiggins boyle whitewell dr cette bainbridge forstmann fit doyen cool framley lonsback vers dis demandai 
topic_44	-0.9534945464645377	0.3407219197522423	mcfee dodd école nettleton mlle monsieur professeur détective fontannes santais élèves anglais portier directeur bordier chef français pemberly classe dortoir 
topic_49	-1.1382865499897046	0.2553953122584933	yeux main vers tête fit voix puis porte plus visage regard homme mains air devant prit derrière demanda contre regarda 
topic_05	-1.1585018074336475	0.24707863433101604	verre table café cuisine eau thé bouteille manger boire verres après dîner bencolin tasse plateau whisky déjeuner soir repas bière 
topic_23	-1.1770701064449454	0.23973330608841165	finch flaty eventreur powell hallward ça demanda femme celui bartlett whitechapel spencers chef macey village bingham purple policier street livres 
topic_12	-1.7284267668002855	0.08443487978770305	dr docteur médecin gallois infirmière hôpital malade mort loureiro service plus quelques chef médecins autopsie coroner clinique inspecteur maladie malades 
topic_03	-1.8647039571312864	0.06290599274978477	step brandshaft hartford fit blackie cook ça avocat plessis ayres herrington gayleigh déclara bankhart patinay peveley weygand bureau sénateur tattleberry 
topic_06	-2.406308262087426	0.016602200137897098	noblet beecher fountain heap filby amberley ça gubbins tooley tabora curtebœuf commissaire fit dogtinder scales demanda garde cuisine manoir piaget 
topic_09	-3.049049397236591	0.0023949284608497366	plus homme leurs bureau directeur hommes quatre autres rosbach grande fen casteljal société grand entre ministre chef affaire professeur pays 
topic_40	-3.091352321034426	0.002077381005038271	je plus faire cette rien non vais dire sais veux quelques après oui doute crois jamais faut prendre temps mieux 
topic_39	-3.4432680525188855	0.0006192012153040526	withers mme scène vialles théâtre inspecteur cochart dobie hôtel miloz nincom monestier jeune français grand demanda ducaux orchestre rôle studio 
topic_32	-3.9983147265579118	7.167041351444556e-05	jeune femme plus fille homme yeux cheveux cette visage air sourire regard vers toujours femmes jamais voix grand robe tête 
topic_42	-4.929790707984346	1.1518849776777288e-06	cette plus voix nuit lherbier temps semblait puis yeux bruit toute silence quelque présent pouvait soudain chose toujours pourtant pluie 
topic_14	-5.849113482517223	1.144472908668891e-08	plus tarchinini je canzo quelques delarue cette enfin jusqu peine commissaire presque agent ça hé cet quant oldham bellagio michaudon 
topic_15	-6.2221618953138265	9.856231082151932e-10	femme cette plus fille jamais mère jour mme toujours pouvait jeune père pauvre rien mariage cœur toute seule vivre enfant 
topic_24	-8.37298505142469	1.5325392930939004e-15	commissaire monsieur inspecteur mme chaumet boisson fit lansing bousquet lettre détective madame maillard darrieu adair lebihan hôtel boulle avocat mosby 
topic_35	-9.344745915119429	4.891475354120146e-19	je ça faire plus non sais rien dire quoi jamais veux toujours temps dis faut chose peux oui voir coup 
topic_25	-10.140358343928117	2.8960876582957774e-21	je commissaire monsieur dancourt mme oui giraudas inspecteur dauvergne île café mémé soir vers heure regard nuit porte yeux koubbian 
topic_47	-10.324920870472459	6.7667260511773325e-22	directeur monsieur plus regarde mugnier dulières oui parc président yeux vers pense coulon demande non rien sérigny jeune vient tête 
